연도,시도,시군구,지표명,국민보험 가입자,이용환자 수,지표값(퍼센트)
2016,강원도,태백시,치매의료이용률,27908,690,2.47
2016,강원도,속초시,치매의료이용률,46220,904,1.96
2016,강원도,삼척시,치매의료이용률,41714,1354,3.25
2016,강원도,홍천군,치매의료이용률,42779,1065,2.49
2016,강원도,횡성군,치매의료이용률,29817,794,2.66
2016,강원도,영월군,치매의료이용률,26477,808,3.05
2016,강원도,평창군,치매의료이용률,28619,594,2.08
2016,강원도,정선군,치매의료이용률,25057,559,2.23
2016,강원도,철원군,치매의료이용률,25337,780,3.08
2016,강원도,화천군,치매의료이용률,12619,382,3.03
2016,강원도,양구군,치매의료이용률,11646,404,3.47
2016,강원도,인제군,치매의료이용률,16786,387,2.31
2016,강원도,고성군,치매의료이용률,18339,474,2.58
2016,강원도,양양군,치매의료이용률,17975,438,2.44
2016,충청북도,청주시 상당구,치매의료이용률,92421,1929,2.09
2016,충청북도,청주시 서원구,치매의료이용률,108918,2161,1.98
2016,충청북도,청주시 흥덕구,치매의료이용률,119169,1942,1.63
2016,충청북도,청주시 청원구,치매의료이용률,84325,1676,1.99
2016,충청북도,충주시,치매의료이용률,118159,2684,2.27
2016,충청북도,제천시,치매의료이용률,79951,2082,2.6
2016,충청북도,보은군,치매의료이용률,23629,1036,4.38
2016,충청북도,옥천군,치매의료이용률,33810,1350,3.99
2016,충청북도,영동군,치매의료이용률,32905,1683,5.11
2016,충청북도,증평군,치매의료이용률,18825,498,2.65
2016,충청북도,진천군,치매의료이용률,39493,1312,3.32
2016,충청북도,괴산군,치매의료이용률,27595,1174,4.25
2016,충청북도,음성군,치매의료이용률,58545,1650,2.82
2016,충청북도,단양군,치매의료이용률,20765,644,3.1
2016,충청남도,천안시 동남구,치매의료이용률,132816,2566,1.93
2016,충청남도,천안시 서북구,치매의료이용률,151476,2229,1.47
2016,충청남도,공주시,치매의료이용률,67538,2497,3.7
2016,충청남도,보령시,치매의료이용률,63955,2121,3.32
2016,충청남도,아산시,치매의료이용률,141709,2967,2.09
2016,충청남도,서산시,치매의료이용률,90760,2582,2.84
2016,충청남도,논산시,치매의료이용률,74896,2904,3.88
2016,충청남도,계룡시,치매의료이용률,15760,340,2.16
2016,충청남도,당진시,치매의료이용률,88281,3742,4.24
2016,충청남도,금산군,치매의료이용률,35880,1932,5.38
2016,충청남도,부여군,치매의료이용률,47639,2537,5.33
2016,충청남도,서천군,치매의료이용률,38811,2074,5.34
2016,충청남도,청양군,치매의료이용률,22321,1221,5.47
2016,충청남도,홍성군,치매의료이용률,56797,2044,3.6
2016,충청남도,예산군,치매의료이용률,55031,2001,3.64
2016,충청남도,태안군,치매의료이용률,41637,1178,2.83
2016,전라북도,전주시 완산구,치매의료이용률,185324,5689,3.07
2016,전라북도,전주시 덕진구,치매의료이용률,143013,4049,2.83
2016,전라북도,군산시,치매의료이용률,149181,5066,3.4
2016,전라북도,익산시,치매의료이용률,164520,5348,3.25
2016,전라북도,정읍시,치매의료이용률,71144,3493,4.91
2016,전라북도,남원시,치매의료이용률,52796,2344,4.44
2016,전라북도,김제시,치매의료이용률,57730,3074,5.32
2016,전라북도,완주군,치매의료이용률,53641,2319,4.32
2016,전라북도,진안군,치매의료이용률,17893,1341,7.49
2016,전라북도,무주군,치매의료이용률,16992,802,4.72
2016,전라북도,장수군,치매의료이용률,15568,826,5.31
2016,전라북도,임실군,치매의료이용률,20292,1208,5.95
2016,전라북도,순창군,치매의료이용률,19942,1192,5.98
2016,전라북도,고창군,치매의료이용률,39561,2646,6.69
2016,전라북도,부안군,치매의료이용률,37652,2489,6.61
2016,전라남도,목포시,치매의료이용률,121520,3984,3.28
2016,전라남도,여수시,치매의료이용률,159762,4539,2.84
2016,전라남도,순천시,치매의료이용률,144752,3667,2.53
2016,전라남도,나주시,치매의료이용률,58933,2808,4.76
2016,전라남도,광양시,치매의료이용률,76670,1924,2.51
2016,전라남도,담양군,치매의료이용률,30862,1494,4.84
2016,전라남도,곡성군,치매의료이용률,21031,1088,5.17
2016,전라남도,구례군,치매의료이용률,18450,1102,5.97
2016,전라남도,고흥군,치매의료이용률,49607,2443,4.92
2016,전라남도,보성군,치매의료이용률,30868,1663,5.39
2016,전라남도,화순군,치매의료이용률,40333,2087,5.17
2016,전라남도,장흥군,치매의료이용률,28260,1510,5.34
2016,전라남도,강진군,치매의료이용률,25336,1308,5.16
2016,전라남도,해남군,치매의료이용률,49319,2330,4.72
2016,전라남도,영암군,치매의료이용률,35967,1795,4.99
2016,전라남도,무안군,치매의료이용률,45621,1900,4.16
2016,전라남도,함평군,치매의료이용률,23837,1472,6.18
2016,전라남도,영광군,치매의료이용률,35170,2444,6.95
2016,전라남도,장성군,치매의료이용률,28809,1548,5.37
2016,전라남도,완도군,치매의료이용률,34825,1614,4.63
2016,전라남도,진도군,치매의료이용률,21658,1238,5.72
2016,전라남도,신안군,치매의료이용률,30323,1451,4.79
2016,경상북도,포항시 남구,치매의료이용률,132638,2634,1.99
2016,경상북도,포항시 북구,치매의료이용률,148758,3215,2.16
2016,경상북도,경주시,치매의료이용률,155616,4912,3.16
2016,경상북도,김천시,치매의료이용률,82267,2856,3.47
2016,경상북도,안동시,치매의료이용률,99855,3001,3.01
2016,경상북도,구미시,치매의료이용률,185959,3577,1.92
2016,경상북도,영주시,치매의료이용률,68392,2314,3.38
2016,경상북도,영천시,치매의료이용률,64720,2557,3.95
2016,경상북도,상주시,치매의료이용률,67387,2700,4.01
2016,경상북도,문경시,치매의료이용률,48035,2004,4.17
2016,경상북도,경산시,치매의료이용률,135858,3621,2.67
2016,경상북도,군위군,치매의료이용률,17929,913,5.09
2016,경상북도,의성군,치매의료이용률,40498,2132,5.26
2016,경상북도,청송군,치매의료이용률,18965,777,4.1
2016,경상북도,영양군,치매의료이용률,12771,607,4.75
2016,경상북도,영덕군,치매의료이용률,27827,1408,5.06
2016,경상북도,청도군,치매의료이용률,31429,1689,5.37
2016,경상북도,고령군,치매의료이용률,23237,902,3.88
2016,경상북도,성주군,치매의료이용률,30710,1237,4.03
2016,경상북도,칠곡군,치매의료이용률,59240,1665,2.81
2016,경상북도,예천군,치매의료이용률,30899,1472,4.76
2016,경상북도,봉화군,치매의료이용률,23762,1154,4.86
2016,경상북도,울진군,치매의료이용률,33046,1247,3.77
2016,경상북도,울릉군,치매의료이용률,6563,148,2.26
2016,경상남도,창원시 의창구,치매의료이용률,129486,3056,2.36
2016,경상남도,창원시 성산구,치매의료이용률,110468,1695,1.53
2016,경상남도,창원시 마산합포구,치매의료이용률,103205,3413,3.31
2016,경상남도,창원시 마산회원구,치매의료이용률,114330,2768,2.42
2016,경상남도,창원시 진해구,치매의료이용률,82564,2191,2.65
2016,경상남도,진주시,치매의료이용률,182389,4524,2.48
2016,경상남도,통영시,치매의료이용률,77516,2233,2.88
2016,경상남도,사천시,치매의료이용률,65381,2498,3.82
2016,경상남도,김해시,치매의료이용률,260462,4911,1.89
2016,경상남도,밀양시,치매의료이용률,69156,2693,3.89
2016,경상남도,거제시,치매의료이용률,117209,2101,1.79
2016,경상남도,양산시,치매의료이용률,153867,2827,1.84
2016,경상남도,의령군,치매의료이용률,20252,1323,6.53
2016,경상남도,함안군,치매의료이용률,41510,2307,5.56
2016,경상남도,창녕군,치매의료이용률,42241,2104,4.98
2016,경상남도,고성군,치매의료이용률,36160,1914,5.29
2016,경상남도,남해군,치매의료이용률,32871,1953,5.94
2016,경상남도,하동군,치매의료이용률,34169,1770,5.18
2016,경상남도,산청군,치매의료이용률,25482,1388,5.45
2016,경상남도,함양군,치매의료이용률,27385,1357,4.96
2016,경상남도,거창군,치매의료이용률,39376,1691,4.29
2016,경상남도,합천군,치매의료이용률,35021,1917,5.47
2016,제주특별자치도,제주시,치매의료이용률,233235,5675,2.43
2016,제주특별자치도,서귀포시,치매의료이용률,94627,3520,3.72
2017,서울특별시,종로구,치매의료이용률,84961,1700,2
2017,서울특별시,중구,치매의료이용률,71366,1468,2.06
2017,서울특별시,용산구,치매의료이용률,122324,2356,1.93
2017,서울특별시,성동구,치매의료이용률,157847,2954,1.87
2017,서울특별시,광진구,치매의료이용률,184989,2802,1.51
2017,서울특별시,동대문구,치매의료이용률,192329,3921,2.04
2017,서울특별시,중랑구,치매의료이용률,224523,4236,1.89
2017,서울특별시,성북구,치매의료이용률,239689,4304,1.8
2017,서울특별시,강북구,치매의료이용률,185874,3795,2.04
2017,서울특별시,도봉구,치매의료이용률,192836,4002,2.08
2017,서울특별시,노원구,치매의료이용률,298713,5998,2.01
2017,서울특별시,은평구,치매의료이용률,265447,5330,2.01
2017,서울특별시,서대문구,치매의료이용률,168255,3315,1.97
2017,서울특별시,마포구,치매의료이용률,190249,3479,1.83
2017,서울특별시,양천구,치매의료이용률,250045,4163,1.66
2017,서울특별시,강서구,치매의료이용률,302680,5446,1.8
2017,서울특별시,구로구,치매의료이용률,238588,3605,1.51
2017,서울특별시,금천구,치매의료이용률,140517,2355,1.68
2017,서울특별시,영등포구,치매의료이용률,214808,4007,1.87
2017,서울특별시,동작구,치매의료이용률,208209,3664,1.76
2017,서울특별시,관악구,치매의료이용률,256384,4467,1.74
2017,서울특별시,서초구,치매의료이용률,224098,3229,1.44
2017,서울특별시,강남구,치매의료이용률,281727,4028,1.43
2017,서울특별시,송파구,치매의료이용률,332262,4424,1.33
2017,서울특별시,강동구,치매의료이용률,234424,3583,1.53
2017,부산광역시,중구,치매의료이용률,28318,900,3.18
2017,부산광역시,서구,치매의료이용률,69159,2359,3.41
2017,부산광역시,동구,치매의료이용률,57015,2078,3.64
2017,부산광역시,영도구,치매의료이용률,79495,2951,3.71
2017,부산광역시,부산진구,치매의료이용률,210145,5388,2.56
2017,부산광역시,동래구,치매의료이용률,152356,3262,2.14
2017,부산광역시,남구,치매의료이용률,157516,3854,2.45
2017,부산광역시,북구,치매의료이용률,169201,3714,2.2
2017,부산광역시,해운대구,치매의료이용률,232001,5511,2.38
2017,부산광역시,사하구,치매의료이용률,186312,4723,2.53
2017,부산광역시,금정구,치매의료이용률,140332,3557,2.53
2017,부산광역시,강서구,치매의료이용률,51538,1216,2.36
2017,부산광역시,연제구,치매의료이용률,116569,2930,2.51
2017,부산광역시,수영구,치매의료이용률,102081,2731,2.68
2017,부산광역시,사상구,치매의료이용률,131083,2809,2.14
2017,부산광역시,기장군,치매의료이용률,80368,2219,2.76
2017,대구광역시,중구,치매의료이용률,44884,1365,3.04
2017,대구광역시,동구,치매의료이용률,193223,5448,2.82
2017,대구광역시,서구,치매의료이용률,120084,3043,2.53
2017,대구광역시,남구,치매의료이용률,92518,2630,2.84
2017,대구광역시,북구,치매의료이용률,230556,5062,2.2
2017,대구광역시,수성구,치매의료이용률,239499,5301,2.21
2017,대구광역시,달서구,치매의료이용률,309877,5783,1.87
2017,대구광역시,달성군,치매의료이용률,110326,2532,2.3
2017,인천광역시,중구,치매의료이용률,62908,1290,2.05
2017,인천광역시,동구,치매의료이용률,40751,1083,2.66
2017,인천광역시,남구,치매의료이용률,225953,4395,1.95
2017,인천광역시,연수구,치매의료이용률,163332,2481,1.52
2017,인천광역시,남동구,치매의료이용률,270735,4454,1.65
2017,인천광역시,부평구,치매의료이용률,287494,5309,1.85
2017,인천광역시,계양구,치매의료이용률,169502,2935,1.73
2017,인천광역시,서구,치매의료이용률,251748,4340,1.72
2017,인천광역시,강화군,치매의료이용률,47170,1619,3.43
2017,인천광역시,옹진군,치매의료이용률,12924,418,3.23
2017,광주광역시,동구,치매의료이용률,54952,1853,3.37
2017,광주광역시,서구,치매의료이용률,155358,3770,2.43
2017,광주광역시,남구,치매의료이용률,115977,3278,2.83
2017,광주광역시,북구,치매의료이용률,225020,5544,2.46
2017,광주광역시,광산구,치매의료이용률,182900,4067,2.22
2017,대전광역시,동구,치매의료이용률,128163,3466,2.7
2017,대전광역시,중구,치매의료이용률,138910,3671,2.64
2017,대전광역시,서구,치매의료이용률,241442,4912,2.03
2017,대전광역시,유성구,치매의료이용률,153555,2732,1.78
2017,대전광역시,대덕구,치매의료이용률,103248,2394,2.32
2017,울산광역시,중구,치매의료이용률,129587,2322,1.79
2017,울산광역시,남구,치매의료이용률,177147,2434,1.37
2017,울산광역시,동구,치매의료이용률,84581,1232,1.46
2017,울산광역시,북구,치매의료이용률,91630,1355,1.48
2017,울산광역시,울주군,치매의료이용률,121534,2685,2.21
2017,세종특별자치시,세종시,치매의료이용률,110835,2754,2.48
2017,경기도,수원시 장안구,치매의료이용률,150186,2947,1.96
2017,경기도,수원시 권선구,치매의료이용률,174298,2809,1.61
2017,경기도,수원시 팔달구,치매의료이용률,111946,2038,1.82
2017,경기도,수원시 영통구,치매의료이용률,145862,1769,1.21
2017,경기도,성남시 수정구,치매의료이용률,130065,2382,1.83
2017,경기도,성남시 중원구,치매의료이용률,127348,2389,1.88
2017,경기도,성남시 분당구,치매의료이용률,248256,4339,1.75
2017,경기도,의정부시,치매의료이용률,231752,5130,2.21
2017,경기도,안양시 만안구,치매의료이용률,136203,2486,1.83
2017,경기도,안양시 동안구,치매의료이용률,172924,2557,1.48
2017,경기도,부천시,치매의료이용률,447991,8438,1.88
2017,경기도,광명시,치매의료이용률,176625,3434,1.94
2017,경기도,평택시,치매의료이용률,237261,4636,1.95
2017,경기도,동두천시,치매의료이용률,53222,1526,2.87
2017,경기도,안산시 상록구,치매의료이용률,191097,3272,1.71
2017,경기도,안산시 단원구,치매의료이용률,175046,2433,1.39
2017,경기도,고양시 덕양구,치매의료이용률,235655,4707,2
2017,경기도,고양시 일산동구,치매의료이용률,152004,3115,2.05
2017,경기도,고양시 일산서구,치매의료이용률,155634,2913,1.87
2017,경기도,과천시,치매의료이용률,33499,775,2.31
2017,경기도,구리시,치매의료이용률,100936,1656,1.64
2017,경기도,남양주시,치매의료이용률,343972,6268,1.82
2017,경기도,오산시,치매의료이용률,96806,1712,1.77
2017,경기도,시흥시,치매의료이용률,213561,3335,1.56
2017,경기도,군포시,치매의료이용률,146068,2587,1.77
2017,경기도,의왕시,치매의료이용률,81780,1422,1.74
2017,경기도,하남시,치매의료이용률,107824,1811,1.68
2017,경기도,용인시 처인구,치매의료이용률,120159,2419,2.01
2017,경기도,용인시 기흥구,치매의료이용률,203175,3134,1.54
2017,경기도,용인시 수지구,치매의료이용률,172945,2525,1.46
2017,경기도,파주시,치매의료이용률,215543,5063,2.35
2017,경기도,이천시,치매의료이용률,107101,2086,1.95
2017,경기도,안성시,치매의료이용률,101667,2397,2.36
2017,경기도,김포시,치매의료이용률,187095,3010,1.61
2017,경기도,화성시,치매의료이용률,296974,4573,1.54
2017,경기도,광주시,치매의료이용률,171548,2760,1.61
2017,경기도,양주시,치매의료이용률,110354,2307,2.09
2017,경기도,포천시,치매의료이용률,90852,2155,2.37
2017,경기도,여주시,치매의료이용률,65942,1747,2.65
2017,경기도,연천군,치매의료이용률,26269,1046,3.98
2017,경기도,가평군,치매의료이용률,39522,1426,3.61
2017,경기도,양평군,치매의료이용률,69979,2311,3.3
2017,강원도,춘천시,치매의료이용률,150459,3864,2.57
2017,강원도,원주시,치매의료이용률,177696,3447,1.94
2017,강원도,강릉시,치매의료이용률,124740,2704,2.17
2017,강원도,동해시,치매의료이용률,51966,1548,2.98
2017,강원도,태백시,치매의료이용률,28206,808,2.86
2017,강원도,속초시,치매의료이용률,46779,964,2.06
2017,강원도,삼척시,치매의료이용률,41809,1494,3.57
2017,강원도,홍천군,치매의료이용률,43596,1245,2.86
2017,강원도,횡성군,치매의료이용률,30483,907,2.98
2017,강원도,영월군,치매의료이용률,26774,859,3.21
2017,강원도,평창군,치매의료이용률,28931,658,2.27
2017,강원도,정선군,치매의료이용률,25242,600,2.38
2017,강원도,철원군,치매의료이용률,25407,891,3.51
2017,강원도,화천군,치매의료이용률,12762,416,3.26
2017,강원도,양구군,치매의료이용률,11796,425,3.6
2017,강원도,인제군,치매의료이용률,16930,436,2.58
2017,강원도,고성군,치매의료이용률,18698,538,2.88
2017,강원도,양양군,치매의료이용률,18156,468,2.58
2017,충청북도,청주시 상당구,치매의료이용률,93381,2233,2.39
2017,충청북도,청주시 서원구,치매의료이용률,110109,2442,2.22
2017,충청북도,청주시 흥덕구,치매의료이용률,122207,2196,1.8
2017,충청북도,청주시 청원구,치매의료이용률,88758,1915,2.16
2017,충청북도,충주시,치매의료이용률,120449,3088,2.56
2017,충청북도,제천시,치매의료이용률,81201,2213,2.73
2017,충청북도,보은군,치매의료이용률,23849,1129,4.73
2017,충청북도,옥천군,치매의료이용률,34260,1636,4.78
2017,충청북도,영동군,치매의료이용률,33419,1869,5.59
2017,충청북도,증평군,치매의료이용률,19546,534,2.73
2017,충청북도,진천군,치매의료이용률,41295,1414,3.42
2017,충청북도,괴산군,치매의료이용률,28022,1265,4.51
2017,충청북도,음성군,치매의료이용률,60520,1843,3.05
2017,충청북도,단양군,치매의료이용률,20958,680,3.24
2017,충청남도,천안시 동남구,치매의료이용률,134992,2876,2.13
2017,충청남도,천안시 서북구,치매의료이용률,159649,2540,1.59
2017,충청남도,공주시,치매의료이용률,67944,2842,4.18
2017,충청남도,보령시,치매의료이용률,64510,2462,3.82
2017,충청남도,아산시,치매의료이용률,148267,3558,2.4
2017,충청남도,서산시,치매의료이용률,93001,2839,3.05
2017,충청남도,논산시,치매의료이용률,75583,3293,4.36
2017,충청남도,계룡시,치매의료이용률,16432,378,2.3
2017,충청남도,당진시,치매의료이용률,90666,4181,4.61
2017,충청남도,금산군,치매의료이용률,36336,2149,5.91
2017,충청남도,부여군,치매의료이용률,47667,2762,5.79
2017,충청남도,서천군,치매의료이용률,38786,2231,5.75
2017,충청남도,청양군,치매의료이용률,22690,1426,6.28
2017,충청남도,홍성군,치매의료이용률,59539,2279,3.83
2017,충청남도,예산군,치매의료이용률,55006,2286,4.16
2017,충청남도,태안군,치매의료이용률,42484,1281,3.02
2017,전라북도,전주시 완산구,치매의료이용률,187133,6002,3.21
2017,전라북도,전주시 덕진구,치매의료이용률,146856,4346,2.96
2017,전라북도,군산시,치매의료이용률,151691,5514,3.64
2017,전라북도,익산시,치매의료이용률,166850,6103,3.66
2017,전라북도,정읍시,치매의료이용률,71748,3799,5.29
2017,전라북도,남원시,치매의료이용률,53195,2610,4.91
2017,전라북도,김제시,치매의료이용률,57904,3377,5.83
2017,전라북도,완주군,치매의료이용률,54944,2652,4.83
2017,전라북도,진안군,치매의료이용률,18042,1533,8.5
2017,전라북도,무주군,치매의료이용률,17114,984,5.75
2017,전라북도,장수군,치매의료이용률,15911,881,5.54
2017,전라북도,임실군,치매의료이용률,20364,1310,6.43
2017,전라북도,순창군,치매의료이용률,20023,1261,6.3
2017,전라북도,고창군,치매의료이용률,40222,2839,7.06
2017,전라북도,부안군,치매의료이용률,38069,2676,7.03
2017,전라남도,목포시,치매의료이용률,123662,4269,3.45
2017,전라남도,여수시,치매의료이용률,161763,5095,3.15
2017,전라남도,순천시,치매의료이용률,147273,4042,2.74
2017,전라남도,나주시,치매의료이용률,61583,3016,4.9
2017,전라남도,광양시,치매의료이용률,79124,2167,2.74
2017,전라남도,담양군,치매의료이용률,31204,1641,5.26
2017,전라남도,곡성군,치매의료이용률,21067,1296,6.15
2017,전라남도,구례군,치매의료이용률,18744,1163,6.2
2017,전라남도,고흥군,치매의료이용률,49492,2720,5.5
2017,전라남도,보성군,치매의료이용률,30864,1784,5.78
2017,전라남도,화순군,치매의료이용률,40571,2201,5.43
2017,전라남도,장흥군,치매의료이용률,27421,1622,5.92
2017,전라남도,강진군,치매의료이용률,25140,1490,5.93
2017,전라남도,해남군,치매의료이용률,49282,2645,5.37
2017,전라남도,영암군,치매의료이용률,35996,2024,5.62
2017,전라남도,무안군,치매의료이용률,46321,2124,4.59
2017,전라남도,함평군,치매의료이용률,23916,1584,6.62
2017,전라남도,영광군,치매의료이용률,35127,2587,7.36
2017,전라남도,장성군,치매의료이용률,28910,1605,5.55
2017,전라남도,완도군,치매의료이용률,35033,1738,4.96
2017,전라남도,진도군,치매의료이용률,21689,1319,6.08
2017,전라남도,신안군,치매의료이용률,30218,1578,5.22
2017,경상북도,포항시 남구,치매의료이용률,134061,2991,2.23
2017,경상북도,포항시 북구,치매의료이용률,150959,3646,2.42
2017,경상북도,경주시,치매의료이용률,158212,5383,3.4
2017,경상북도,김천시,치매의료이용률,84123,3251,3.86
2017,경상북도,안동시,치매의료이용률,101129,3279,3.24
2017,경상북도,구미시,치매의료이용률,191453,3923,2.05
2017,경상북도,영주시,치매의료이용률,68970,2616,3.79
2017,경상북도,영천시,치매의료이용률,65436,2844,4.35
2017,경상북도,상주시,치매의료이용률,67785,3056,4.51
2017,경상북도,문경시,치매의료이용률,48289,2200,4.56
2017,경상북도,경산시,치매의료이용률,138261,4024,2.91
2017,경상북도,군위군,치매의료이용률,18161,989,5.45
2017,경상북도,의성군,치매의료이용률,40496,2328,5.75
2017,경상북도,청송군,치매의료이용률,19074,887,4.65
2017,경상북도,영양군,치매의료이용률,12771,611,4.78
2017,경상북도,영덕군,치매의료이용률,28001,1520,5.43
2017,경상북도,청도군,치매의료이용률,31748,2016,6.35
2017,경상북도,고령군,치매의료이용률,23385,1004,4.29
2017,경상북도,성주군,치매의료이용률,31274,1438,4.6
2017,경상북도,칠곡군,치매의료이용률,60959,1840,3.02
2017,경상북도,예천군,치매의료이용률,31710,1670,5.27
2017,경상북도,봉화군,치매의료이용률,23883,1192,4.99
2017,경상북도,울진군,치매의료이용률,33261,1266,3.81
2017,경상북도,울릉군,치매의료이용률,6594,173,2.62
2017,경상남도,창원시 의창구,치매의료이용률,130948,3127,2.39
2017,경상남도,창원시 성산구,치매의료이용률,112420,1844,1.64
2017,경상남도,창원시 마산합포구,치매의료이용률,104777,3767,3.6
2017,경상남도,창원시 마산회원구,치매의료이용률,115802,2907,2.51
2017,경상남도,창원시 진해구,치매의료이용률,85286,2405,2.82
2017,경상남도,진주시,치매의료이용률,185879,5050,2.72
2017,경상남도,통영시,치매의료이용률,78493,2441,3.11
2017,경상남도,사천시,치매의료이용률,66448,2751,4.14
2017,경상남도,김해시,치매의료이용률,267260,5422,2.03
2017,경상남도,밀양시,치매의료이용률,70265,2919,4.15
2017,경상남도,거제시,치매의료이용률,120851,2220,1.84
2017,경상남도,양산시,치매의료이용률,164375,3141,1.91
2017,경상남도,의령군,치매의료이용률,20220,1397,6.91
2017,경상남도,함안군,치매의료이용률,42191,2364,5.6
2017,경상남도,창녕군,치매의료이용률,42738,2307,5.4
2017,경상남도,고성군,치매의료이용률,36288,2167,5.97
2017,경상남도,남해군,치매의료이용률,32849,2136,6.5
2017,경상남도,하동군,치매의료이용률,34158,1932,5.66
2017,경상남도,산청군,치매의료이용률,25810,1531,5.93
2017,경상남도,함양군,치매의료이용률,27662,1538,5.56
2017,경상남도,거창군,치매의료이용률,39898,1887,4.73
2017,경상남도,합천군,치매의료이용률,34843,2047,5.87
2017,제주특별자치도,제주시,치매의료이용률,243243,6179,2.54
2017,제주특별자치도,서귀포시,치매의료이용률,99225,3811,3.84
2018,서울특별시,종로구,치매의료이용률,86350,1966,2.28
2018,서울특별시,중구,치매의료이용률,71946,1605,2.23
2018,서울특별시,용산구,치매의료이용률,122503,2562,2.09
2018,서울특별시,성동구,치매의료이용률,161205,3206,1.99
2018,서울특별시,광진구,치매의료이용률,186803,3168,1.7
2018,서울특별시,동대문구,치매의료이용률,192348,4261,2.22
2018,서울특별시,중랑구,치매의료이용률,226343,4685,2.07
2018,서울특별시,성북구,치매의료이용률,239122,4687,1.96
2018,서울특별시,강북구,치매의료이용률,186985,4124,2.21
2018,서울특별시,도봉구,치매의료이용률,194184,4522,2.33
2018,서울특별시,노원구,치매의료이용률,296832,6488,2.19
2018,서울특별시,은평구,치매의료이용률,266813,5878,2.2
2018,서울특별시,서대문구,치매의료이용률,169089,3622,2.14
2018,서울특별시,마포구,치매의료이용률,189318,3694,1.95
2018,서울특별시,양천구,치매의료이용률,250405,4486,1.79
2018,서울특별시,강서구,치매의료이용률,308851,5981,1.94
2018,서울특별시,구로구,치매의료이용률,241454,4005,1.66
2018,서울특별시,금천구,치매의료이용률,142587,2652,1.86
2018,서울특별시,영등포구,치매의료이용률,216472,4346,2.01
2018,서울특별시,동작구,치매의료이용률,208595,3930,1.88
2018,서울특별시,관악구,치매의료이용률,256773,4771,1.86
2018,서울특별시,서초구,치매의료이용률,224363,3416,1.52
2018,서울특별시,강남구,치매의료이용률,280737,4266,1.52
2018,서울특별시,송파구,치매의료이용률,337134,4903,1.45
2018,서울특별시,강동구,치매의료이용률,232826,3826,1.64
2018,부산광역시,중구,치매의료이용률,28109,945,3.36
2018,부산광역시,서구,치매의료이용률,68182,2450,3.59
2018,부산광역시,동구,치매의료이용률,56879,2223,3.91
2018,부산광역시,영도구,치매의료이용률,79098,3100,3.92
2018,부산광역시,부산진구,치매의료이용률,209573,5860,2.8
2018,부산광역시,동래구,치매의료이용률,153251,3523,2.3
2018,부산광역시,남구,치매의료이용률,157292,4207,2.67
2018,부산광역시,북구,치매의료이용률,168428,3977,2.36
2018,부산광역시,해운대구,치매의료이용률,232032,6051,2.61
2018,부산광역시,사하구,치매의료이용률,188448,5146,2.73
2018,부산광역시,금정구,치매의료이용률,141821,3876,2.73
2018,부산광역시,강서구,치매의료이용률,55112,1317,2.39
2018,부산광역시,연제구,치매의료이용률,117006,3120,2.67
2018,부산광역시,수영구,치매의료이용률,103314,3052,2.95
2018,부산광역시,사상구,치매의료이용률,131505,3070,2.33
2018,부산광역시,기장군,치매의료이용률,84117,2447,2.91
2018,대구광역시,중구,치매의료이용률,44293,1469,3.32
2018,대구광역시,동구,치매의료이용률,195277,5894,3.02
2018,대구광역시,서구,치매의료이용률,117982,3353,2.84
2018,대구광역시,남구,치매의료이용률,91899,2870,3.12
2018,대구광역시,북구,치매의료이용률,234256,5538,2.36
2018,대구광역시,수성구,치매의료이용률,238628,5778,2.42
2018,대구광역시,달서구,치매의료이용률,309341,6360,2.06
2018,대구광역시,달성군,치매의료이용률,121734,2929,2.41
2018,인천광역시,중구,치매의료이용률,64828,1421,2.19
2018,인천광역시,동구,치매의료이용률,40776,1241,3.04
2018,인천광역시,남구,치매의료이용률,229828,5117,2.23
2018,인천광역시,연수구,치매의료이용률,168592,2792,1.66
2018,인천광역시,남동구,치매의료이용률,279215,5051,1.81
2018,인천광역시,부평구,치매의료이용률,289545,5715,1.97
2018,인천광역시,계양구,치매의료이용률,170261,3312,1.95
2018,인천광역시,서구,치매의료이용률,259720,4902,1.89
2018,인천광역시,강화군,치매의료이용률,48133,1808,3.76
2018,인천광역시,옹진군,치매의료이용률,13193,461,3.49
2018,광주광역시,동구,치매의료이용률,55337,2020,3.65
2018,광주광역시,서구,치매의료이용률,156654,4116,2.63
2018,광주광역시,남구,치매의료이용률,117388,3526,3
2018,광주광역시,북구,치매의료이용률,227826,6203,2.72
2018,광주광역시,광산구,치매의료이용률,187748,4624,2.46
2018,대전광역시,동구,치매의료이용률,128475,3981,3.1
2018,대전광역시,중구,치매의료이용률,139786,4050,2.9
2018,대전광역시,서구,치매의료이용률,243228,5243,2.16
2018,대전광역시,유성구,치매의료이용률,158559,3038,1.92
2018,대전광역시,대덕구,치매의료이용률,102793,2661,2.59
2018,울산광역시,중구,치매의료이용률,130012,2462,1.89
2018,울산광역시,남구,치매의료이용률,178039,2760,1.55
2018,울산광역시,동구,치매의료이용률,84604,1358,1.61
2018,울산광역시,북구,치매의료이용률,95374,1501,1.57
2018,울산광역시,울주군,치매의료이용률,124292,2835,2.28
2018,세종특별자치시,세종시,치매의료이용률,127690,3091,2.42
2018,경기도,수원시 장안구,치매의료이용률,152180,3315,2.18
2018,경기도,수원시 권선구,치매의료이용률,181440,3103,1.71
