치매센터명,치매센터유형,소재지도로명주소,소재지지번주소,위도,경도,설립연월,건축물면적,부대시설정보,의사인원수,간호사인원수,사회복지사인원수,기타인원현황,운영기관명,운영기관대표자명,운영기관전화번호,운영위탁일자,주요치매관리프로그램소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
양천구치매안심센터,치매안심센터,"서울특별시 양천구 남부순환로 407, 4층(신월동, 신월보건지소)",서울특별시 양천구 신월동 131-4,37.53133859,126.831824,2008-04,630.6,사무실(1)+상담실(1)+검진실(2)+진료실(1)+훈련실(3)+기억키움학교(1) 등,1,13,4,"작업치료사(3), 운동치료사(1)",이화의대부속 목동병원,유경하,02-2698-8680,2008-03-27,"치매검사, 치매 상담 및 등록관리, 치매가족지원, 치매인식개선, 인지강화 및 치매예방교실 운영 등",02-2620-4348,서울특별시 양천구청,2021-05-21,3140000,서울특별시 양천구
은평구치매안심센터,치매안심센터,서울특별시 은평구 연서로34길 11,서울특별시 은평구 불광동 130-2,37.6215461,126.9277208,2008-03,520.78,,1,9,3,"음악치료사 1,작업치료사 2,행정요원 1",가톨릭대학교 은평성모병원,심용수,02-388-8233,2017-01-01,"치매 조기검진 및 등록관리, 치료비 지원 및 사례관리, 인지건강프로그램 운영, 치매예방 교육 및 홍보",02-351-8682,서울특별시 은평구 보건소,2021-07-01,3110000,서울특별시 은평구
울산광역시 북구치매안심센터,치매안심센터,울산광역시 북구 산업로 1018,울산광역시 북구 연암동 1082,35.58355486,129.3607258,2021-09,324,"사무실, 환자쉼터, 가족카페, 검진실, 교육실, 프로그램실 등",1,10,1,2,울산광역시 북구보건소,임혜숙,052-241-8257,,"치매조기검진 및 치매환자 등록관리, 교육지원",052-289-3450,울산광역시 북구보건소,2021-07-01,3720000,울산광역시 북구
성북구치매안심센터,치매안심센터,"서울특별시 성북구 화랑로63,성북구보건소 5층","서울특별시 성북구 하월곡동 46-1,호 성북구보건소 5층",37.60270967,127.0395315,2007-06,,"사무실1, 휴게실1, 가족카페1, 프로그램실4, 검진실5, 회의실1",1,11,2,7,건국대학교병원,유승호,02-918-2223,2020-01-01,"등록관리, 선별, 정밀검진, 치료비지원, 원인확진검사비 지원, 예방 및 재활 프로그램",02-2241-6137,성북구보건소 건강관리과,2021-06-29,3070000,서울특별시 성북구
관악구치매안심센터,치매안심센터,서울특별시 관악구 관악로 145 관악구청 별관 3층,서울특별시 관악구 봉천동 1570-1 관악구청 별관 3층,37.47864563,126.9509331,2008-11,495.73,"사무실(2), 검진실(4)+교육실(1)+프로그램실(1)+가족카페(1), 기타(난곡치매안심분소)",0,9,2,작업치료사(4),서울특별시 관악구보건소,최정화,02-879-4910,,"치매조기검진 및 등록관리, 치매예방 및 인식개선, 치매의료비 지원,  인지건강프로그램 및 치매환자쉼터 운영,  치매환자 가족지원",02-879-7184,서울특별시 관악구보건소,2021-10-19,3200000,서울특별시 관악구
중구치매안심센터,치매안심센터,부산광역시 중구 흑교로 48 중구복합건강센터 2층,부산광역시 중구 보수동1가 95-3,35.103775,129.025356,2020-07,200.96,"사무실,상담실,검진실,프로그램실",1,4,2,1,부산광역시 중구보건소,차대헌,051-600-4688,,"치매초기상담, 조기검진, 1:1 사례관리, 치매치료비지원 등",051-600-4688,부산광역시 중구보건소,2021-10-21,3250000,부산광역시 중구
부산광역시남구 치매안심센터,치매안심센터,부산광역시 남구 수영로 155(대연동),부산광역시 남구 대연동 1768-3,35.13495561,129.0835533,2018-04,364.55,"1, 2",1,15,3,5,남구보건소치매안심센터,센터장 허목,051-607-3771,2018-04-27,"인지재활프로그램, 고위험군 인지강화교실, 치매예방교실 등",051-607-3772,남구보건소치매안심센터,2021-10-21,3310000,부산광역시 남구
임실군치매안심센터,치매안심센터,전라북도 임실군 임실읍 호국로 1680,전라북도 임실군 임실읍 이도리 270-8,35.6124995,127.2869773,2020-05,,"상담실, 검진실, 사무실, 쉼터, 가족카페, 프로그램실, 회의실, 화장실",1,6,3,2,임실군치매안심센터,양형식,063-640-3373,,· 치매상담 및 등록관리 사업· 치매 인식개선 및 예방 사업· 쉼터 및 가족지원 사업· 치매환자 맞춤형 집중사례관리· 치매환자 배회감지기 지원,063-640-3100,임실군보건의료원,2021-10-21,4760000,전라북도 임실군
순창군 치매안심센터,치매안심센터,전라북도 순창군 순창읍 교성로 135,전라북도 순창군 순창읍 교성리 418,35.36710476,127.1436245,2017-12,82.64,화장실+회의실,1,2,0,1,순창군 보건의료원,정영곤,063-650-5247,,"찾아가는 경로당 치매예방교실, 치매고위험군 인지증진프로그램, 치매가족지지 프로그램 헤아림, 치매조기검진",063-650-5247,순창군 보건의료원,2021-09-30,4770000,전라북도 순창군
예산군 치매안심센터,치매안심센터,충청남도 예산군 예산읍 군청로 22,충청남도 예산군 예산읍 예산리 777,36.68088054,126.8448507,2020-12,427.55,보건소장,2,12,1,5,예산군보건소,최승묵,041-339-6140,,인지재활,041-339-6140,보건소치매관리팀,2021-10-21,4610000,충청남도 예산군
부산광역시 동구보건소 치매안심센터,치매안심센터,부산광역시 동구 구청로 14,부산광역시 동구 수정동 819-54,35.12832585,129.0450622,2018-03,387.92,"사무실, 검진실, 프로그램실, 가족카페, 다목적홀, 옥상정원 등",0,6,3,3,부산광역시 동구보건소,김유정,051-440-6443,,"치매조기검진, 쉼터, 인지재활프로그램, 가족지원사업 등",051-440-6443,부산광역시 동구보건소,2021-10-20,3270000,부산광역시 동구
양산시치매안심센터,치매안심센터,경상남도 양산시 중앙로 7-32,경상남도 양산시 다방동 506-3,35.33215753,129.0379934,2018-03,577,,0,10,1,9,양산시치매안심센터,강경민,055-392-5175,,"치매조기검진 및 예방 사업, 치매치료비 지원, 치매 환자 및 가족 지원 사업",055-392-5175,양산시보건소,2021-10-07,5380000,경상남도 양산시
화성시치매안심센터,치매안심센터,경기도 화성시 향남읍 상신초교길 52,경기도 화성시 향남읍 상신리 874,37.09400813,126.9011824336,2018-06,902.88,"사무실, 검진실, 진단실, 쉼터, 가족카페  등",0,7,2,1,화성시보건소,김장수,031-369-3561,2018-06-01,"치매조기검진, 맞춤형 사례관리, 치매쉼터 운영 등",031-369-3561,화성시보건소,2020-09-08,5530000,경기도 화성시
화성시치매안심센터,치매안심센터,경기도 화성시 향남읍 상신초교길 52,경기도 화성시 향남읍 상신리 874,37.09400813,126.9011824336,2018-06,902.88,"사무실, 검진실, 진단실, 쉼터, 가족카페  등",0,6,2,2,화성시보건소,김장수,031-5189-3561,2018-06-01,"치매조기검진, 맞춤형 사례관리, 치매쉼터 운영 등",031-5189-3561,화성시보건소,2020-09-08,5530000,경기도 화성시
화성시치매안심센터,치매안심센터,경기도 화성시 향남읍 상신초교길 52,경기도 화성시 향남읍 상신리 874,37.09400813,126.9011824336,2018-06,902.88,"사무실, 검진실, 진단실, 쉼터, 가족카페  등",0,4,2,2,화성시보건소,김장수,031-5189-3561,2018-06-01,"치매조기검진, 맞춤형 사례관리, 치매쉼터 운영 등",031-5189-3561,화성시보건소,2020-09-08,5530000,경기도 화성시
화성시치매안심센터,치매안심센터,경기도 화성시 향남읍 상신초교길 52,경기도 화성시 향남읍 상신리 874,37.09400813,126.9011824336,2018-06,902.88,"사무실, 검진실, 진단실, 쉼터, 가족카페  등",0,2,2,2,화성시보건소,김장수,031-5189-3561,2018-06-01,"치매조기검진, 맞춤형 사례관리, 치매쉼터 운영 등",031-5189-3561,화성시보건소,2020-09-08,5530000,경기도 화성시
속초시치매안심센터,치매안심센터,강원도 속초시 수복로 36,강원도 속초시 교동 960,38.196194,128.5759527,2018-12,333,사무실(1)+조기검진실(2)+교육실(1)+카페(1)+쉼터(1)+로비(1),1,8,1,2(센터장 포함),속초시보건소,이종필,033-639-2926,2018-12-27,"치매조기검진, 어울림 쉼터 인지재활 프로그램, 가정방문 인지강화 프로그램, 경로당 치매예방 프로그램, 치매가족  헤아림 프로그램,치매가족 헤아림 교육, 자조모임 사랑회 운영, 치매치료관리비 지원",033-639-2926,속초시보건소,2020-10-23,4230000,강원도 속초시
일산동구보건소치매안심센터,치매안심센터,"경기도 고양시 일산동구 중앙로 1228, 1층",,37.65597924,126.7761487,2018-04,,,0,9,1,4,일산동구보건소,고병규,031-8075-4850,,"○ 치매선별검사 및 진단검사 실시○ 치매환자등록, 조호물품,치매치료관리비 지원○ 경증치매환자 쉼터 운영○ 치매예방프로그램 운영○ 치매안심마을 운영○ 치매인식개선사업○ 치매환자실종예방사업",031-8075-4850,일산동구보건소 치매안심센터,2021-07-15,3940000,경기도 고양시
일산서구보건소치매안심센터,치매안심센터,"경기도 고양시 일산서구 고양대로 688, 3~4층",,37.68363562,126.772353,2018-05,,,0,8,2,8,일산서구보건소,강영호,031-8075-4871,,"○ 치매선별검사 및 진단검사 실시○ 치매환자등록, 조호물품,치매치료관리비 지원○ 경증치매환자 쉼터 운영○ 치매예방프로그램 운영○ 치매안심마을 운영○ 치매인식개선사업○ 치매환자실종예방사업",031-8075-4871,일산서구보건소 치매안심센터,2021-07-15,3940000,경기도 고양시
서구치매안심센터,치매안심센터,인천광역시 서구 승학로263,인천광역시 서구 심곡동 325-1,37.54624092,126.6721504,2012-04,95.4,"치매환자쉼터, 치매가족카페",1,7,2,3,인천참사랑병원,천영훈,032-567-9115,,"치매선별검사및 진단검사, 치매환자 인지재활프로그램(음악,미술,원예,작업치료)",032-560-5917,인천서구보건소,2021-07-28,3560000,인천광역시 서구
고령군치매안심센터,치매안심센터,경상북도 고령군 대가야읍 왕릉로 56-5,경상북도 고령군 지산리 232-8,35.7252340813,128.264814501,2018-08,265.1,"로비, 사무실, 교육상담실, 검진실, 쉼터 및 가족카페, 프로그램실",1,2,2,2,고령군보건소,김곤수,054-950-7961,,"치매예방프로그램, 고위험군인지강화프로그램, 치매조기검진 및 진단·감별검사, 치매환자쉼터, 가족교실, 치매환자 맞춤형 사례관리, 인식개선 및 홍보사업",054-954-1300,고령군보건소,2019-05-15,5200000,경상북도 고령군
대전광역치매센터,광역치매센터,대전광역시 중구 문화로 282,대전광역시 중구 대사동 640,36.31684464,127.4153053,2019-03,217.55,"센터장실, 행정실, 프로그램A,B 상담AB실, 치매사업프로그램준비실",1,1,3,4,충남대학교병원,송민호,042-280-8968,2017-01-01,"치매관리 인프라/네트워크 구축,대국민인식개선사업, 교육,연구,조호사업",042-280-8968,충남대학교병원,2020-12-14,6300000,대전광역시
동구치매안심센터,치매안심센터,대전광역시 동구 현암로 22,대전광역시 동구 삼성동 374-1,36.34298597,127.4204612,2019-04,669,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,8,3,6,동구보건소,장선애,042-621-6011,2018-04-10,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-621-6011,동구보건소,2020-12-14,6300000,대전광역시
중구치매안심센터,치매안심센터,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,36.32557592,127.4212943,2019-08,647,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,4,1,4,중구보건소,구기희,042-288-8180,2018-08-20,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-288-8180,중구보건소,2020-12-14,6300000,대전광역시
서구치매안심센터,치매안심센터,대전광역시 서구 둔산서로 100,대전광역시 서구 둔산동 1300,36.355071,127.3833597,2019-04,711,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,11,4,4,서구보건소,박경용,042-288-4470,2018-04-24,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-288-4470,서구보건소,2020-12-14,6300000,대전광역시
유성구치매안심센터,치매안심센터,대전광역시 유성구 박산로 177,대전광역시 유성구 구암동 91-6,36.354491,127.328811,2020-11,457,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,7,3,4,유성구보건소,신현정,042-611-5112,2018-05-31,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-611-5112,유성구보건소,2020-12-14,6300000,대전광역시
대덕구치매안심센터,치매안심센터,대전광역시 대덕구 동춘당로 187,대전광역시 대덕구 법동 192-1,36.36720857,127.4308384,2019-07,487,"사무실, 상담실, 검진실, 프로그램실, 가족카페 등",1,8,1,5,대덕구보건소,김주연,042-608-4491,2018-07-20,"상담, 등록,조기검진,1:1사례관리, 단기쉼터, 치매카페운영",042-608-4491,대덕구보건소,2020-12-14,6300000,대전광역시
노원구치매안심센터,치매안심센터,서울특별시 노원구 노해로437 노원구청 5층,서울특별시 노원구 상계동 701-1번지 노원구청 5층,37.654126,127.056798,2009-12,5152,기억키움학교,1,8,6,작업치료사 6,인제대학교 상계백병원 위탁,이순형,02-911-7778,2019-01-01,"치매조기검진, 치매예방 및 등록관리 사업, 치매치료비 지원사업 등",02-2116-4353,서울특별시 노원구청,2021-09-13,3100000,서울특별시 노원구
여주시치매안심센터,치매안심센터,경기도 여주시 여흥로 160번길 12,,37.2947783225,127.6399084437,2017-12,758.25,"사무실, 프로그램실, 상담실, 진단검사실,가족카페, 신체활동프로그램실",1,4,2,3,여주시 보건소,함진경,031-887-3601,,"예방프로그램, 쉼터, 치매인식개선사업, 조기검진사업",031-887-3685,경기도 여주시,2021-09-08,5700000,경기도 여주시
북부치매안심센터,치매안심센터,경기도 여주시 대신면 풍양1길 16,,37.37205549,127.5852432,2019-07,180,"사무실, 프로그램실, 상담실, 진단검사실",0,1,2,0,여주시 보건소,함진경,031-887-3601,,"예방프로그램, 쉼터, 치매인식개선사업, 조기검진사업",031-887-3496,경기도 여주시,2021-09-08,5700000,경기도 여주시
남부치매안심센터,치매안심센터,경기도 여주시 점동면 청안로 130-6,,37.20571617,127.6624173,2019-08,72,"사무실, 프로그램실, 상담실, 진단검사실",0,1,2,0,여주시 보건소,함진경,031-887-3601,,"예방프로그램, 쉼터, 치매인식개선사업, 조기검진사업",031-887-3493,경기도 여주시,2021-09-08,5700000,경기도 여주시
대전광역시 중구 치매안심센터,치매안심센터,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,36.32557502,127.4212953,2018-08,647,"사무실(1), 프로그램실(3), 로비 등",2,8,2,4,대전광역시 중구보건소,구기희,042-288-8181,,"치매환자 등록 관리, 가족교육, 예방교육, 치매검사, 인지훈련 등",042-288-8181,대전광역시 중구,2021-09-10,3650000,대전광역시 중구
목포시 치매안심센터,치매안심센터,전라남도 목포시 수문로32,전라남도 목포시 남교동 164,34.79313246,126.3829319,1998-01,1048,,3,8,4,5,전라남도 목포시 하당보건지소,이지홍,061-270-4271,,"치매선별검사,치매인지재활프로그램, 치매환자등록관리",061-270-4271,전라남도 목포시청,2021-10-20,4800000,전라남도 목포시
중구치매안심센터,치매안심센터,인천광역시 중구 참외전로72번길 21,인천광역시 중구 전동 2-1,37.47721594,126.6291077,2021-12,549.61,사무실(1)+상담실(2)+진료실(1)+프로그램실(2)+쉼터(1),0,10,1,4,인천광역시 중구보건소,이대섭,032-760-6063,,"치매조기검진(선별,진단,감별검사), 치매환자등록관리, 맞춤형사례관리, 치매치료관리비 지원, 조호물품 지원, 치매안심마을 만들기, 공공후견인사업운영, 치매예방교실 운영(미술활동, 치매예방운동, 보드게임,한지공예,원예교실 등), 가족힐링프로그램(드라이플라워, 자조모임 등), 쉼터운영(운동치료,요리치료,미술치료,음악치료,감각활동,전산화인지재활,인지카드학습), 치매인식개선 및 홍보 사업, 치매파트너 양성사업 등.",032-760-6010,인천광역시 중구보건소,2021-10-20,3490000,인천광역시 중구
부산광역시 강서구 치매안심센터,치매안심센터,부산광역시 강서구 낙동북로102번길 76,부산광역시 강서구 강동동 60-3,35.21620512,128.9376702,2018-11,,,2,8,5,1,부산광역시 강서구 보건소,천동환,051-970-2610,,"치매상담 및 등록,치매조기검진사업,치매예방교실,치매환자쉼터,치매가족교실,치매치료비지원,치매환자조호물품지원,치매인식개선사업 등",,부산광역시 강서구 보건소,2021-10-18,3360000,부산광역시 강서구
화천군치매안심센터,치매안심센터,강원도 화천군 화천읍 강변로 111,강원도 화천군 화천읍 중리 242-4,38.1073412292,127.709121,2018-12,300,"사무실1,교육실2,쉼터1,검진실2,카페1",1,7,1,1,화천군보건의료원,이재성,033-440-2809,,"치매검사, 원격진료, 주간재활프로그램 운영",033-442-4424,강원도 화천군청,2020-10-28,4310000,강원도 화천군
청송군치매안심센터,치매안심센터,경상북도 청송군 청송읍 의료원길 19,경상북도 청송군 청송읍 금곡리 1056-54,36.43113169,129.0518042,2018-12,413.00,사무실(1)+프로그램실(1)+회의실(1)+진단실(1)+가족카페(1),0,8,2,작업치료사(1),청송군보건의료원,윤홍배,054-870-7341,,"치매조기검진, 치매환자쉼터, 인지강화교실, 치매예방교실, 치매예방교육, 치매서포터즈 및 치매극복선도단체 양성, 치매보듬마을 운영, 우리마을예쁜치매쉼터운영, 치매환자사례관리, 치매환자가족교실,자조모임운영,치매치료관리비지원, 조호물품제공, 배회인식표 및 지문인기 등록, 치매극복 전국걷기행사, 치매극복의날 기념 행사,치매관사업 DB자료 등록 및 분석",,청송군청,2021-09-13,5160000,경상북도 청송군
의정부시보건소 치매상담센터,치매안심센터,경기도 의정부시 범골로 128 다다원빌딩 3층,경기도 의정부시 범골로 128 다다원빌딩 3층 치매상담센터(의정부동),37.73553403,127.0396452,2007-08,,,0,9,2,4,의정부시보건소,장연국,031-870-6121,,"무료치매선별검사, 치매상담, 치매예방교육, 재가치매환자 조호물품 지원, 치매치료관리비 지원, 치매 극복의 날 기념행사 등",031-870-6121,의정부시보건소,2021-08-31,3820000,경기도 의정부시
산청군 치매안심센터,치매안심센터,경상남도 산청군 산청읍 중앙로97,경상남도 산청군 산청읍 지리 797,35.41608206,127.8842381,2021-06,881.52,"사무실, 상담실, 검진실, 프로그램실, 치매카페, 쉼터",0,8,1,작업치료사 3명,산청군보건의료원,차현자,055-970-7647,,"등록관리, 조기검진,인지강화,예방교실, 단기쉼터 및 치매 카페 운영, 치매 인식개선 및 홍보, 치매치료관리 지원 등",055-970-7647,산청군보건의료원,2021-09-10,5450000,경상남도 산청군
장성군치매안심센터,치매안심센터,전라남도 장성군 장성읍 성산5길 17,전라남도 장성군 장성읍 성산리 178-2,35.3233003,126.808367,2021-01,495,,0,5,4,2,장성군,이명자,061-390-7160,2020-01-29,"치매조기검진, 상담 및 등록관리, 프로그램운영 등",061-390-7160,전라남도 장성군,2021-10-15,6460000,전라남도
완도군치매안심센터,치매안심센터,전라남도 완도군 완도읍 농공단지길 34,전라남도 완도군 완도읍 죽청리 483-8,34.33582329,126.7313246,2021-12,308.7,,1,5,3,2,완도군,김선종,061-550-5810,2019-05-31,"치매조기검진, 사례관리, 치료비 지원",061-550-5810,전라남도 완도군,2021-10-15,6460000,전라남도
진도군치매안심센터,치매안심센터,전라남도 진도군 진도읍 남동1길 40-9 진도군보건소,전라남도 진도군 진도읍 남동리 776-26,34.48037351,126.2629165,2021-12,459,,0,7,1,2,진도군,김영배,061-540-6962,2018-12-18,"등록관리,예방교실 운영",061-540-6962,전라남도 진도군,2021-10-15,6460000,전라남도
신안군치매안심센터,치매안심센터,"전라남도 신안군 압해읍 천사로 1004, 보건소 1층",전라남도 신안군 압해읍 신장리 463-17,34.83360218,126.3514253,2021-07,191.3,,1,6,1,2,신안군,강정희,061-243-8550,2019-07-16,"치매조기검진, 사례관리 등",061-243-8550,전라남도 신안군,2021-10-15,6460000,전라남도
사하구 치매안심센터(본소),치매안심센터,부산광역시 사하구 까치고개로 50-10,부산광역시 사하구 괴정동 12-31,35.10448346,129.006333,2019-05,997.87,치매안심센터운영,0,8,4,3,부산광역시 사하구보건소,서경민,051-220-5987,,"치매조기검진, 치료관리비 지원, 치매 인식 개선을 위한 홍보 캠페인 등",051-220-5986,부산광역시 사하구보건소,2021-12-28,3340000,부산광역시 사하구
사하구 치매안심센터(분소),치매안심센터,부산광역시 사하구 하신중앙로 185,부산광역시 사하구 신평동 646-2,35.09496298,128.9615461,2020-04,200,치매안심센터운영,0,7,0,0,부산광역시 사하구보건소,서경민,051-220-0074,,"치매조기검진, 치료관리비 지원, 치매 인식 개선을 위한 홍보 캠페인 등",051-220-0074,부산광역시 사하구보건소,2021-12-28,3340000,부산광역시 사하구
서울특별시 중랑구치매안심센터,치매안심센터,서울특별시 중랑구 동일로 608 화성빌딩 2~3층,서울특별시 중랑구 면목동 161-34,37.58464368,127.0801244,2009-11,460,사무실(1)+강당(1)+진료실(1)+인지검사실(4)+상담실(1)+창고(2)+)+프로그램실(3),1,10,4,3,서울북부병원,김정화,02-435-7540,2017-01-01,"치매조기검진, 치매예방등록관리, 지역사회자원강화",02-2094-0852,"서울특별시청, 중랑구보건소",2021-12-16,3060000,서울특별시 중랑구
금천구치매안심센터,치매안심센터,"서울특별시 금천구 시흥대로 123길 11(독산1동 주민센터) 6층, 7층",서울특별시 금천구 독산동 289-5,37.47021905,126.8970437,2009-08,748.1,사무실1(센터장실1)+상담실(5)+기억키움학교1+프로그램실4+휴개살1+가족카페1+화장실4,1,9,4,운동처방사1+작업치료사3,고려대학교 구로병원,병원장 정희진,02-3281-9082,2020-01-01,"예방 및 인식개선 사업, 조기검진 사업,등록관리사업,치매치료관리비 지원사업, 지역사회 자원 강화사업",02-2627-2215,서울특별시 금천구 보건소,2021-12-16,3170000,서울특별시 금천구
미추홀돌봄의집,치매안심센터,"인천광역시 미추홀구 경인로 34번길 20, 6-7층","인천광역시 미추홀구 숭의동 190-4, 6-7층",37.46303119,126.6472839,2022-01,755,,0,4,2,8,인하대학교산학협력단,유창경,032-883-0310,2022-01-01,"회상요법, 미술치료, 음악치료 등 인지재활 프로그램",032-728-6573,인천미추홀구보건소,2022-04-11,3510500,인천광역시 미추홀구
미추홀구치매안심센터,치매안심센터,"인천광역시 미추홀구 경인로 34번길 20, 5층","인천광역시 미추홀구 숭의동 190-4, 5층",37.46303118,126.6472782,2022-02,594,,3,24,5,10,미추홀구보건소,위경복,032-728-6560,,"치매조기검진, 치매치료관리비지원, 인지재활프로그램 운영, 치매가족교육, 치매관련교육, 조호물품 제공 등",032-728-6560,인천미추홀구보건소,2022-04-11,3510500,인천광역시 미추홀구
광주광역시광역치매센터,광역치매센터,"광주광역시 동구 제봉로 27, 한일빌딩 4층",,35.1411286,126.9211291,2017-10,,,1,3,0,4,전남대학교병원,김병채,062-226-2181,,"치매극복의날 기념행사, 한마음 치매극복 걷기행사, 치매예방교육 및 시민건강강좌, 치매관련종사자 교육 등",,광주광역시청,2022-04-11,6290000,광주광역시
청도군치매안심센터,치매안심센터,경상북도 청도군 화양읍 산성강변길 472,경상북도 청도군 화양읍 송북리 45,35.654342,128.7381579,2019-07,454.51,"사무실, 교육, 상담실, 검진실, 쉼터 및 가족카페",1,4,1,8,청도군보건소,박미란,054-370-6470,,"치매진단등록, 환자쉼터, 인지재활치료, 비약물치료",054-370-2672,청도군치매안심센터,2020-06-30,5190000,경상북도 청도군
가평군치매안심센터,치매안심센터,경기도 가평군 가평읍 가화로 155-18,경기도 가평군 가평읍 읍내리 624-1,37.8335569,127.5104515,2021-12,368,"가족카페, 교육실, 단기쉼터",1,4,1,작업치료사1,가평군보건소,가평군수,031-580-2849,,"맞춤형사례관리, 인지강화 및 치매예방교실, 단기쉼터운영, 치매파트너 및 파트너플러스 양성, 치매가족지지프로그램, 인식강화 등",031-580-2849,가평군보건소,2021-08-24,4160000,경기도 가평군
삼척시치매안심센터,치매안심센터,강원도 삼척시 척주로 76,강원도 삼척시 남양동 347-4,37.44374981,129.172207,2017-12,555.84,,1,6,0,2,삼척시보건소,김영미,033-570-4678,,"치매조기검진, 치매환자 등록관리, 치매예방교실, 치매환자 쉼터 운영 등",033-572-4000,삼척시보건소,2021-07-07,4240000,강원도 삼척시
문경시치매안심센터,치매안심센터,"경상북도 문경시 점촌1길 13, 1층",경상북도 문경시 점촌동 234-12,36.596348,128.198008,2019-10,337.73,"사무실1, 검사실1, 상담실1, 프로그램실2, 회의실1, 가족카페1",1,11,2,3,문경시보건소,박애주,054-555-2033,,"치매조기검진, 치매쉼터운영, 치매보듬마을운영, 치매조호물품지원, 치매치료비지원",054-550-8084,문경시보건소,2021-07-13,5120000,경상북도 문경시
치매안심센터,치매안심센터,대구광역시 수성구 수성로 213,,35.84495927,128.6119385,2021-01,998,,0,13,4,8,수성구보건소,여수환,053-666-3181,,"치매조기검진, 치매환자 및 가족 프로그램운영, 인식개선활동 및 홍보 등",053-666-3156,대구광역시 수성구보건소,2021-07-12,3460000,대구광역시 수성구
금산군치매안심센터,치매안심센터,충남 금산군 금산읍 비범1길 5 1층,충남 금산군 금산읍 중도리 214-3 치매안심센터,36.1095223,127.4934473,2019-12,419.38,"사무실(1), 쉼터(1), 프로그램실(1)",0,7,11,2,금산군보건소,이화영,041-750-4173,,"치매상담, 등록관리, 조기검진, 인지재활프로그램, 치매치료관리비지원, 치매주간보호센터 운영 등",041-750-4171,충청남도청,2021-10-06,4550000,충청남도 금산군
경주시 치매상담센터,치매안심센터,경상북도 경주시 봉황로 178,경상북도 경주시 성건동 620-83,35.85535748,129.2105107,2019-10,633,"상담실1,검진실2,치매카페,다목적실,교육장,자원봉사자실,사무실",0,15,2,7,경주시보건소,경주시보건소장(최재순),054-760-2950,,"치매조기검진, 치매치료비지원, 치매쉼터운영, 치매가족프로그램 운영, 치매예방교육 및 상담",054-779-8659,경상북도 경주시청,2021-10-06,5050000,경상북도 경주시
정선군치매안심센터,치매안심센터,강원도 정선군 정선읍 녹송로 33,강원도 정선군 정선읍 봉양리 80-5,37.38005958,128.6710846,2020-02,,사무실 검진실 쉼터 가족카페 교육실 상담실,0,4,0,3,정선군보건소,정선군보건소,033-560-2565,,치매상담 및 등록치매조기검진사업치매예방교실치매환자쉼터치매가족교실치매치료비지원치매환자조호물품지원치매인식개선사업 등,033-560-2565,정선군보건소,2021-10-05,4290000,강원도 정선군
창녕군 치매안심센터,치매안심센터,경상남도 창녕군 창녕읍 우포2로 1189-35,경상남도 창녕군 창녕읍 교리 996-1,35.543618,128.4900551,2018-07,524.97,,1,8,2,4,창녕군보건소,이성옥,055-530-6243,,치매환자 등록 및 관리/ 치매조기검진 / 치매예방교육 및 인식개선/ 치매가족교육 및 자조모임/쉼터프로그램운영,055-530-6210,경상남도 창녕군보건소,2022-01-10,5410000,경상남도 창녕군
광주광역시북구치매안심센터,치매안심센터,광주광역시 북구 북문대로 234(동림동),광주광역시 북구 동림동 1156-3,35.18696192,126.8668762,2019-09,,,1,12,1,작업치료사(1),광주광역시 북구 보건소,김은숙,062-410-6598,,"무료치매검사,치매치료비지원,인식표배부 등",062-410-8124,광주광역시 북구 보건소,2021-12-31,3620000,광주광역시 북구
고성군치매안심센터,치매안심센터,경상남도 고성군 고성읍 중앙로 35,경상남도 고성군 고성읍 성내리 27,34.97451724,128.3244477,2018-08,412,,0,4,2,,고성군 보건소,백두현,055-670-4075,,"치매조기검진, 위치주적기 및 인식표 지원, 재활프로그램운영, 치매 인식개선 교육 홍보 등",055-670-4053,경상남도 고성군,2021-12-29,5420000,경상남도 고성군
신안군치매안심센터,치매안심센터,전라남도 신안군 압해읍 천사로 1004,,34.83360218,126.3514253,2019-07,191,,1,8,1,2,신안군보건소,장봉기,061-240-8081,,"치매조기검진사업,치매환자관리,치매예방교육,쉼터운영및가족카페,인식개선등",,전라남도 신안군청,2021-11-24,5010000,전라남도 신안군
양구군치매안심센터,치매안심센터,강원도 양구군 양구읍 관공서로 42,강원도 양구군 양구읍 하리 34-5,38.1099462889,127.9892064797,2019-12,375.66,창고(29.7),1,7,2,1(작업치료사),x,x,033-480-2808,,"치매환자 쉼터, 치매 검진, 사례관리 등",033-480-2808,x,2020-06-26,4320000,강원도 양구군
